,Название тура,Цена,Локация,Приб/отб,Рейтинг,Кол-во оценок,Сложность,Комфорт,Url,Тэги,Длительность,Место прожив.,Размер группы,Мин. возраст,Место встречи
61_18,"Детская Ладога ""На уровень выше"", 3+",23900,Ленинградская область,"['2024-06-30', '2024-07-06']",5,11,0.25,Базовый,https://bolshayastrana.com/leningradskaya-oblast/detskaya-ladoga-na-uroven-vyshe-3--246355,"['Комбинированные туры', 'Пешие туры']",7 дней,Палатка,До 40 человек,3 года,"Ленинградская область, Приозерск"
61_19,Детская Ладога. Семейный палаточный лагерь. Тур на 7 дней,23900,Ленинградская область,"['2024-06-30', '2024-07-06']",5,11,0.25,Базовый,https://bolshayastrana.com/leningradskaya-oblast/detskaya-ladoga-tur-na-7-dnej-245909,['Комбинированные туры'],7 дней,Палатка,До 40 человек,3 года,"Россия, Ленинградская область, Приозерский район, Ларионовское сельское поселение, бухта Моторная"
61_20,Путешествие в солнечные ночи Заполярья,77000,Кольский полуостров,"['2024-06-30', '2024-07-04']",4.8,5,0.5,"Простой
Средний
Высокий",https://bolshayastrana.com/kolskij-poluostrov/puteshestvie-v-solnechnye-nochi-zapolyarya-227400,['Экскурсионные туры'],5 дней,Гостиница,До 16 человек,6 лет,Мурманск
62_0,Кавказ: Псебай – Красная поляна. Многодневный поход,26000,Кавказ,"['2024-06-30', '2024-07-06']",4.9,35,0.5,Базовый,https://bolshayastrana.com/kavkaz/kavkaz-psebaj-krasnaya-polyana-mnogodnevnyj-pohod-16649,['Пешие туры'],7 дней,Палатка,До 12 человек,12 лет,г. Краснодар
62_1,Путь к Белому морю. Сплав по реке Кереть,23900,Карелия,"['2024-06-30', '2024-07-06']",5,81,0.5,Базовый,https://bolshayastrana.com/kareliya/put-k-belomu-moryu-splav-po-reke-keret-16231,['Сплавы'],7 дней,Палатка,До 17 человек,8 лет,п. Лоухи
62_2,Сплав по реке Тумча на катамаранах и рафтах,26700,Кольский полуостров,"['2024-06-30', '2024-07-06']",4.9,79,0.75,Базовый,https://bolshayastrana.com/kolskij-poluostrov/splav-po-reke-tumcha-na-katamaranah-i-raftah-16230,['Сплавы'],7 дней,Палатка,До 17 человек,12 лет,г. Кандалакша
62_3,Алтай. Поход к подножию Белухи,59400,Алтай,"['2024-07-01', '2024-07-12']",5,11,0.75,Базовый,https://bolshayastrana.com/altaj/altaj-pohod-k-podnozhiyu-beluhi-230846,['Пешие туры'],12 дней,Палатка,До 17 человек,14 лет,г. Горно-Алтайск
62_6,Норильск – Плато Путорана – Диксон,175400,Сибирь,"['2024-07-01', '2024-07-10']",4.8,35,0.5,Простой,https://bolshayastrana.com/sibir/norilsk-plato-putorana-dikson-79812,['Экскурсионные туры'],10 дней,Гостиница,До 20 человек,7 лет,"Россия, Красноярский край, Норильск"
62_7,Затерянный мир Сибири. От Норильска до Красноярска. Плато Путорана,158700,Плато Путорана,"['2024-07-03', '2024-07-15']",4.8,45,0.5,Простой,https://bolshayastrana.com/plato-putorana/zateryannyj-mir-sibiri-ot-norilska-do-krasnoyarska-plato-putorana-16548,"['Комбинированные туры', 'Круизы', 'Экскурсионные туры']",13 дней,Гостиница,До 20 человек,1 год,г. Норильск
62_8,Норильск – Плато Путорана – Диксон. 9 дней,168000,Сибирь,"['2024-07-05', '2024-07-13']",4.8,35,0.5,Простой,https://bolshayastrana.com/sibir/norilsk-plato-putorana-dikson-9-dnej-242353,['Экскурсионные туры'],9 дней,Гостиница,До 20 человек,7 лет,"Россия, Красноярский край, Норильск"
62_11,Знакомство с Карелией. Недельный сплав по реке Шуя,22500,Карелия,"['2024-07-05', '2024-07-11']",4.9,83,0.5,Базовый,https://bolshayastrana.com/kareliya/znakomstvo-s-kareliej-nedelnyj-splav-po-reke-shuya-16828,['Сплавы'],7 дней,Палатка,До 16 человек,5 лет,г. Петрозаводск
62_12,Шикотан — Кунашир,138000,Сахалин и Курильские острова,"['2024-07-06', '2024-07-14']",5,26,0.5,"Средний
Выше среднего",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/shikotan-kunashir-250993,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры', 'Джип-туры']",9 дней,Гостиница,До 25 человек,7 лет,г. Южно-Сахалинск
62_13,Сибирские Жемчужины: Красноярск – Шушенское – Енисейск,120500,Сибирь,"['2024-07-06', '2024-07-17']",4.8,35,0.5,"Простой
Средний",https://bolshayastrana.com/krasnoyarskij-kraj/sibirskie-zhemchuzhiny-krasnoyarsk-shushenskoe-enisejsk-50082,"['Комбинированные туры', 'Экскурсионные туры']",12 дней,Гостиница,До 20 человек,7 лет,"Россия, Красноярск"
62_14,Красоты Красноярского края,137000,Сибирь,"['2024-07-07', '2024-07-17']",4.8,35,0.25,"Простой
Средний",https://bolshayastrana.com/sibir/krasoty-tayozhnogo-kraya-247017,"['Комбинированные туры', 'Экскурсионные туры']",11 дней,Каюта,До 20 человек,7 лет,г. Красноярск
62_15,К подножию Белухи. Поход по Алтаю с конным сопровождением,52800,Алтай,"['2024-07-07', '2024-07-15']",5,6,0.75,Базовый,https://bolshayastrana.com/altaj/k-podnozhiyu-beluhi-pohod-po-altayu-s-konnym-soprovozhdeniem-230497,['Пешие туры'],9 дней,Палатка,До 12 человек,18 лет,с. Тюнгур / г. Бийск / г. Горно-Алтайск
62_16,Сплав по реке Умба с выходом в Белое море,25900,Кольский полуостров,"['2024-07-07', '2024-07-13']",4.9,79,0.75,Базовый,https://bolshayastrana.com/kolskij-poluostrov/splav-po-reke-umba-s-vyhodom-v-beloe-more-16229,['Сплавы'],7 дней,Палатка,До 17 человек,10 лет,г. Апатиты
62_17,Сахалин — Итуруп. Авиатур,158000,Сахалин и Курильские острова,"['2024-07-07', '2024-07-15']",5,29,0.5,"Выше среднего
Высокий",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/sahalin-iturup-aviatur-15976,['Экскурсионные туры'],9 дней,Гостиница,До 25 человек,7 лет,г. Южно-Сахалинск
62_18,Енисейский тур: Енисей и Ангара,36500,Красноярский край,"['2024-07-08', '2024-07-11']",4.8,36,0.25,Простой,https://bolshayastrana.com/krasnoyarskij-kraj/enisejskij-tur-enisej-i-angara-197189,"['Комбинированные туры', 'Круизы', 'Экскурсионные туры']",4 дня,Каюта,До 20 человек,5 лет,г. Красноярск
62_19,Красавицы реки Енисея – Угрюм-река и Ангара,147000,Красноярский край,"['2024-07-09', '2024-07-18']",4.8,35,0.25,"Простой
Средний",https://bolshayastrana.com/krasnoyarskij-kraj/krasavicy-reki-eniseya-ugryum-reka-i-angara-243742,"['Комбинированные туры', 'Круизы', 'Экскурсионные туры']",10 дней,Каюта,До 20 человек,1 год,Красноярск
62_20,Авторский пеший тур на плато Путорана. Каньоны и водопады,125000,Плато Путорана,"['2024-07-09', '2024-07-20']",4.6,21,0.75,Базовый,https://bolshayastrana.com/plato-putorana/peshiiturnaplatoputorana-5837,"['Комбинированные туры', 'Пешие туры', 'Экспедиции']",12 дней,Палатка,До 20 человек,18 лет,г. Норильск
62_21,Речной круиз по маршруту Якутск — Тикси — Якутск,147100,Якутия,"['2024-07-10', '2024-07-23']",4.9,19,0.25,Средний,https://bolshayastrana.com/yakutiya/yakutsk-tiksi-yakutsk-16811,['Круизы'],14 дней,Каюта,До 210 человек,2 года,г. Якутск
63_0,Енисейский меридиан. Диксон – Плато Путорана – Круиз по Енисею,240700,Сибирь,"['2024-07-11', '2024-07-28']",4.8,35,0.25,Средний,https://bolshayastrana.com/sibir/enisejskij-meridian-dikson-plato-putorana-kruiz-po-eniseyu-76557,"['Комбинированные туры', 'Круизы', 'Экскурсионные туры']",18 дней,Гостиница,До 8 человек,7 лет,"Красноярский край, Норильск"
63_2,Путешествие по краю Земли. Тур на Камчатку 9 дней,549700,Камчатка,"['2024-07-12', '2024-07-20']",5,7,0.25,Выше среднего,https://bolshayastrana.com/kamchatka/puteshestvie-po-krayu-zemli-248303,"['Комбинированные туры', 'Экскурсионные туры', 'Вертолетные туры', 'Рыболовные туры']",9 дней,Турбаза,До 6 человек,8 лет,"Камчатский край, Петропавловск-Камчатский"
63_3,Знакомство с удивительной Камчаткой,275400,Камчатка,"['2024-07-12', '2024-07-20']",5,7,0.25,Средний,https://bolshayastrana.com/kamchatka/znakomstvo-s-udivitelnoj-kamchatnoj-248269,"['Экскурсионные туры', 'Комбинированные туры', 'Сплавы', 'Вертолетные туры']",9 дней,Гостевой дом,До 10 человек,8 лет,"Камчатский край, Петропавловск-Камчатский"
63_6,Открытие вулканов Камчатки,169700,Камчатка,"['2024-07-12', '2024-07-19']",5,7,0.25,Средний,https://bolshayastrana.com/kamchatka/otkrytie-vulkanov-kamchatki-247944,"['Комбинированные туры', 'Восхождения', 'Экскурсионные туры']",8 дней,Гостевой дом,До 10 человек,14 лет,"Камчатский край, Петропавловск-Камчатский"
63_7,Сплав на байдарках — поход по пещерам. Спелеосплав на Южном Урале,38750,Урал,"['2024-07-12', '2024-07-20']",5,11,0.5,Базовый,https://bolshayastrana.com/bashkiriya/speleosplav-na-yuzhnom-urale-semejnoe-puteshestvie-79202,"['Комбинированные туры', 'Сплавы', 'Пешие туры']",9 дней,Палатка,До 24 человек,10 лет,"Россия, Челябинская область, Магнитогорск"
63_8,Вертолетное путешествие к Пирамиде Урала,149900,Урал,"['2024-07-12', '2024-07-19']",5,4,0.5,Базовый,https://bolshayastrana.com/ural/vertoletnoe-puteshestvie-k-piramide-urala-122783,"['Комбинированные туры', 'Вертолетные туры', 'Экспедиции', 'Пешие туры', 'Рыболовные туры']",8 дней,Палатка,До 17 человек,18 лет,"Россия, Ханты-Мансийский автономный округ, Нягань"
63_9,Семейный горный лагерь в Архызе,41000,Архыз,"['2024-07-13', '2024-07-20']",4.6,14,0.5,"Базовый
Средний",https://bolshayastrana.com/arhyz/gornyj-lager-v-arhyze-250006,"['Комбинированные туры', 'Пешие туры', 'Восхождения']",8 дней,Гостиница или Палатка,До 20 человек,6 лет,"Россия, Ставропольский край, Минеральные Воды"
63_10,Арт-выходные в Старой Ладоге,16000,Ленинградская область,"['2024-07-13', '2024-07-14']",5,11,0.25,Простой,https://bolshayastrana.com/leningradskaya-oblast/art-vyhodnye-v-staroj-ladoge-237471,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры']",2 дня,Турбаза,До 12 человек,5 лет,Санкт-Петербург
63_11,Голубое ожерелье Архыза. Пеший тур,37500,Кавказ,"['2024-07-13', '2024-07-20']",5,11,0.75,Базовый,https://bolshayastrana.com/arhyz/goluboe-ozherele-arhyza-peshij-tur-231652,['Пешие туры'],8 дней,Палатка,До 22 человек,16 лет,"Россия, Ставропольский край, Минеральные Воды"
63_12,Енисейский меридиан. Круиз по Енисею – Плато Путорана – Диксон,222000,Арктика,"['2024-07-06', '2024-07-20']",4.8,35,0.5,Средний,https://bolshayastrana.com/arktika/enisejskij-meridian-123409,"['Комбинированные туры', 'Круизы', 'Экскурсионные туры']",15 дней,Гостиница,До 8 человек,14 лет,"Россия, Красноярск, улица Урицкого, 94"
63_13,Жемчужина Кавказа. Экскурсионный тур в Дагестан,55500,Дагестан,"['2024-05-25', '2024-06-01']",4.9,68,0.75,Средний,https://bolshayastrana.com/dagestan/zhemchuzhina-kavkaza-ehkskursionnyj-tur-v-dagestan-17698,['Экскурсионные туры'],8 дней,Гостиница,До 14 человек,10 лет,"Россия, Республика Дагестан, Махачкала"
63_15,Сплав на катамаранах по реке Чирко-Кеми в Карелии,23700,Карелия,"['2024-07-14', '2024-07-20']",4.9,79,0.5,Базовый,https://bolshayastrana.com/kareliya/splav-na-katamaranah-po-reke-chirko-kemi-v-karelii-248919,['Сплавы'],7 дней,Палатка,До 17 человек,8 лет,"Республика Карелия, Сегежа"
63_17,Великолепный Байкал,66300,Байкал,"['2024-07-14', '2024-07-18']",4.9,66,0.25,Средний,https://bolshayastrana.com/bajkal/velikolepnyj-bajkal-230232,['Экскурсионные туры'],5 дней,Гостиница,До 16 человек,7 лет,Иркутск
63_18,Таганай и Тургояк. Легенды Южного Урала,35000,Челябинская область,"['2024-07-14', '2024-07-21']",5,11,0.75,Базовый,https://bolshayastrana.com/chelyabinskaya-oblast/taganaj-i-turgoyak-legendy-yuzhnogo-urala-228291,['Пешие туры'],8 дней,Турбаза,До 22 человек,13 лет,Челябинск
63_20,Восхождение в Актру на «Купол трех озер»,45500,Алтай,"['2024-07-14', '2024-07-20']",5,6,0.75,Базовый,https://bolshayastrana.com/altaj/voshozhdenie-v-aktru-na-kupol-treh-ozer-94866,"['Комбинированные туры', 'Пешие туры', 'Восхождения']",7 дней,Палатка,До 8 человек,18 лет,"Россия, Алтайский край, Бийск"
63_21,Путешествие по островам: Сахалин — Кунашир — Шикотан — Итуруп,287000,Сахалин и Курильские острова,"['2024-07-14', '2024-07-31']",5,26,0.5,"Средний
Выше среднего",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/puteshestvie-po-ostrovam-sahalin-kunashir-iturup-shikotan-17415,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры', 'Джип-туры']",18 дней,Гостиница,До 25 человек,7 лет,г. Южно-Сахалинск
64_0,На ледоколе «50 лет Победы» на Северный полюс к вершине планеты,2639600,Северный Полюс,"['2024-07-03', '2024-07-15']",5,10,0.5,Высокий,https://bolshayastrana.com/north-pole-and-arctic/na-ledokole-k-vershine-planet-16940,"['Круизы', 'Экспедиции', 'Вертолетные туры']",13 дней,Каюта,До 124 человек,6 лет,г. Мурманск
64_1,Охта — путеводная река. Сплав и рыбалка,27000,Карелия,"['2024-07-14', '2024-07-20']",4.9,79,0.5,Базовый,https://bolshayastrana.com/kareliya/ohta-putevodnaya-reka-splav-i-rybalka-16070,"['Комбинированные туры', 'Сплавы', 'Рыболовные туры']",7 дней,Палатка,До 16 человек,6 лет,г. Кемь
64_2,Долина лотосов. Экскурсионный тур по Калмыкии и Астраханской области,61000,Калмыкия,"['2024-07-16', '2024-07-21']",5,13,0.25,"Простой
Средний
Выше среднего",https://bolshayastrana.com/kalmykiya/dolina-lotosov-ehkskursionnyj-tur-po-kalmykii-i-astrahanskoj-oblasti-17457,['Экскурсионные туры'],6 дней,Гостиница,До 15 человек,6 лет,г. Элиста
64_3,Восхождение на Казбек и Эльбрус с юга,59000,Кавказ,"['2024-07-17', '2024-07-30']",4.6,14,1.0,"Базовый
Простой",https://bolshayastrana.com/kavkaz/voshozhdenie-na-kazbek-i-ehlbrus-s-yuga-247548,['Восхождения'],14 дней,Палатка,До 12 человек,15 лет,"Республика Северная Осетия — Алания, Владикавказ"
64_6,Тайна Укока,64200,Алтай,"['2024-07-17', '2024-07-22']",4.9,28,0.25,Базовый,https://bolshayastrana.com/altaj/tajna-ukoka-17315,['Экскурсионные туры'],6 дней,Турбаза,До 15 человек,10 лет,"Россия, Республика Алтай, Горно-Алтайск"
64_7,Горный поход на плато Путорана,125000,Сибирь,"['2024-07-18', '2024-07-30']",5,1,0.75,"Базовый
Средний",https://bolshayastrana.com/sibir/gornyj-pohod-na-plato-putorana-249118,['Пешие туры'],13 дней,Палатка,До 10 человек,14 лет,"Красноярский край, Норильск"
64_9,Байкальский адреналин,142890,Байкал,"['2024-07-19', '2024-07-24']",4.9,66,0.5,Выше среднего,https://bolshayastrana.com/bajkal/bajkalskij-adrenalin-228098,"['Комбинированные туры', 'Джип-туры', 'Туры на квадроциклах']",6 дней,Гостиница,До 16 человек,7 лет,Иркутск
64_10,Знакомство с Алтаем. Мультинские озера,53900,Алтай,"['2024-07-20', '2024-07-28']",5,11,0.75,Базовый,https://bolshayastrana.com/altaj/znakomstvo-s-altaem-multinskie-ozera-230826,['Пешие туры'],9 дней,Палатка,До 18 человек,14 лет,г. Горно-Алтайск
64_11,Горные озера и водопады Архыза. Пеший тур с рюкзаками,35000,Архыз,"['2024-07-20', '2024-07-28']",4.9,13,0.75,Базовый,https://bolshayastrana.com/arhyz/gornye-ozera-i-vodopady-arhyza-peshij-tur-s-ryukzakami-17020,['Пешие туры'],9 дней,Палатка,До 17 человек,14 лет,г. Невинномысск
64_12,14 дней на островах: Сахалин — Кунашир — Шикотан,182000,Сахалин и Курильские острова,"['2024-07-21', '2024-08-03']",5,26,0.5,"Средний
Выше среднего",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/14-dnej-na-ostrovah-sahalin-kunashir-shikotan-247022,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры', 'Джип-туры']",14 дней,Гостиница,До 25 человек,7 лет,г. Южно-Сахалинск
64_13,Камчатка: Толбачинское кольцо. Поход к спящему вулкану,74900,Камчатка,"['2024-07-21', '2024-08-01']",5,11,0.75,Базовый,https://bolshayastrana.com/kamchatka/kamchatka-tolbachinskoe-kolco-pohod-k-spyashchemu-vulkanu-247497,"['Комбинированные туры', 'Пешие туры', 'Восхождения', 'Сплавы']",12 дней,Гостевой дом,До 11 человек,14 лет,"Камчатский край, Елизовский район, аэропорт Петропавловск-Камчатский (Елизово) имени Витуса Беринга"
64_14,Поход на Кунашир с восхождением на Тятю,85000,Сахалин и Курильские острова,"['2024-07-21', '2024-08-02']",5,11,1.0,"Базовый
Простой",https://bolshayastrana.com/dalnij-vostok/pohod-na-kunashir-s-voshozhdeniem-na-tyatyu-246058,"['Комбинированные туры', 'Пешие туры', 'Восхождения']",13 дней,Гостевой дом,До 23 человек,14 лет,"Сахалинская область, Южно-Сахалинск"
64_15,Сахалин + Кунашир. Активный тур без рюкзаков,91000,Сахалин и Курильские острова,"['2024-07-11', '2024-07-20']",5,11,0.5,"Базовый
Простой",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/sahalin-kunashir-aktivnyj-tur-bez-ryukzakov-246916,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры']",10 дней,Гостевой дом,До 20 человек,10 лет,"Сахалинская область, Южно-Сахалинск"
64_16,Сибирские Жемчужины: Енисейск – Шушенское,120500,Сибирь,"['2024-07-21', '2024-08-01']",4.8,35,0.5,"Простой
Средний",https://bolshayastrana.com/krasnoyarskij-kraj/sibirskie-zhemchuzhiny-enisejsk-shushenskoe-243725,"['Комбинированные туры', 'Экскурсионные туры']",12 дней,Гостиница,До 20 человек,7 лет,"Россия, Красноярск"
64_17,Северная красавица — река Пистайоки,23700,Карелия,"['2024-07-21', '2024-07-27']",4.9,79,1.0,Базовый,https://bolshayastrana.com/kareliya/severnaya-krasavica-reka-pistajoki-16228,['Сплавы'],7 дней,Палатка,До 17 человек,10 лет,п. Лоухи
64_18,Заповедная Карелия. Комбинированный тур,45000,Карелия,"['2024-07-21', '2024-07-27']",5,80,0.5,Базовый,https://bolshayastrana.com/kareliya/zapovednaya-kareliya-kombinirovannyj-tur-16089,"['Комбинированные туры', 'Сплавы', 'Пешие туры', 'Экскурсионные туры']",7 дней,Палатка,До 13 человек,6 лет,г. Лоухи
64_19,Золотое кольцо Байкала. Круиз,98000,Байкал,"['2024-07-22', '2024-07-29']",5,7,0.5,Средний,https://bolshayastrana.com/bajkal/zolotoe-kolco-bajkala-kruiz-17931,['Круизы'],8 дней,Каюта,До 12 человек,2 года,"Россия, Иркутский район, рабочий посёлок Листвянка"
64_21,Путешествие до Ольхона. Круиз,60000,Байкал,"['2024-07-22', '2024-07-25']",5,10,0.25,Средний,https://bolshayastrana.com/bajkal/puteshestvie-do-olhona-kruiz-17875,"['Круизы', 'Экскурсионные туры']",4 дня,Каюта,До 12 человек,2 года,"Россия, Иркутский район, рабочий посёлок Листвянка"
65_0,Приключения в шаге от Северного Полюса. Летняя экспедиция,277000,Шпицберген,"['2024-07-22', '2024-07-28']",5,3,0.5,Средний,https://bolshayastrana.com/shpicbergen/priklyucheniya-v-shage-ot-severnogo-polyusa-letnyaya-ehkspediciya-16725,"['Комбинированные туры', 'Экспедиции', 'Пешие туры']",7 дней,Гостиница,До 9 человек,14 лет,г. Лонгьирбюен
65_1,9 дней на островах: Кунашир — Шикотан,124000,Сахалин и Курильские острова,"['2024-07-24', '2024-08-01']",5,26,0.5,"Средний
Выше среднего",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/9-dnej-na-ostrovah-kunashir-shikotan-247813,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры', 'Джип-туры']",9 дней,Гостиница,До 25 человек,7 лет,г. Южно-Сахалинск
65_2,Тропами Паанаярви,29900,Карелия,"['2024-07-24', '2024-07-27']",4.9,79,0.25,Базовый,https://bolshayastrana.com/kareliya/tropami-paanayarvi-110216,"['Комбинированные туры', 'Пешие туры', 'Восхождения']",4 дня,Палатка,До 10 человек,18 лет,"Россия, Республика Карелия, посёлок городского типа Лоухи"
65_3,Знакомство с Камчаткой за 5 дней,72900,Камчатка,"['2024-07-24', '2024-07-28']",5,12,0.25,Простой,https://bolshayastrana.com/kamchatka/znakomstvo-s-kamchatkoj-za-5-dnej-22184,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры']",5 дней,Гостевой дом,До 14 человек,7 лет,"Россия, Камчатский край, Петропавловск-Камчатский"
65_6,Челябинск – стальное сердце России,28500,Челябинская область,"['2024-07-25', '2024-07-28']",4.9,61,0.25,Выше среднего,https://bolshayastrana.com/chelyabinskaya-oblast/chelyabinsk-stalnoe-serdce-rossii-247198,['Экскурсионные туры'],4 дня,Гостиница,До 40 человек,12 лет,Челябинск
65_7,Золотое кольцо Байкала. Сокращенный маршрут,80000,Байкал,"['2024-07-25', '2024-07-29']",5,7,0.5,Средний,https://bolshayastrana.com/bajkal/zolotoe-kolco-bajkala-sokrashchennyj-marshrut-17938,"['Круизы', 'Рыболовные туры']",5 дней,Каюта,До 12 человек,2 года,"Россия, Иркутск"
65_9,Камчатка с комфортом. Активный тур без палаток и рюкзаков,119000,Камчатка,"['2024-07-27', '2024-08-04']",4.9,13,0.75,Простой,https://bolshayastrana.com/kamchatka/aktivnyj-tur-po-kamchatke-bez-palatok-i-ryukzakov--22195,"['Комбинированные туры', 'Восхождения', 'Экскурсионные туры', 'Пешие туры']",9 дней,Гостевой дом,До 18 человек,7 лет,"Россия, Камчатский край, Петропавловск-Камчатский"
65_10,Семейный тур на Алтай без рюкзаков,115200,Алтай,"['2024-07-06', '2024-07-14']",4.9,16,0.25,Простой,https://bolshayastrana.com/altaj/aktivnyj-tur-v-gornyj-altaj-s-detmi-22192,"['Комбинированные туры', 'Экскурсионные туры', 'Туры на квадроциклах', 'Сплавы', 'Пешие туры', 'Конные туры']",9 дней,Турбаза,До 17 человек,6 лет,"Россия, Республика Алтай, Горно-Алтайск"
65_11,3 острова: Сахалин — Кунашир — Итуруп,210000,Сахалин и Курильские острова,"['2024-07-28', '2024-08-09']",5,26,0.5,"Средний
Выше среднего",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/3-ostrova-sahalin-kunashir-iturup-246957,['Экскурсионные туры'],13 дней,Гостиница,До 25 человек,7 лет,"Россия, Сахалинская область, Южно-Сахалинск"
65_12,Летние фантазии Заполярья,68000,Кольский полуостров,"['2024-07-28', '2024-08-02']",4.8,5,0.25,"Выше среднего
Высокий",https://bolshayastrana.com/kolskij-poluostrov/letnie-fantazii-zapolyarya-227399,"['Комбинированные туры', 'Сплавы', 'Пешие туры', 'Экскурсионные туры']",6 дней,Гостиница,До 16 человек,6 лет,Мурманск
65_13,"Путешествие на Курильские острова: Шикотан, Итуруп, Кунашир",140000,Сахалин и Курильские острова,"['2024-07-29', '2024-08-13']",5,13,0.5,"Базовый
Простой",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/puteshestvie-na-kurilskie-ostrova-shikotan-iturup-kunashir-248607,['Пешие туры'],16 дней,Палатка,До 18 человек,7 лет,"Сахалинская область, Южно-Сахалинск"
65_14,Сердце Байкала. Круиз,20000,Байкал,"['2024-07-29', '2024-07-30']",5,10,0.25,Средний,https://bolshayastrana.com/bajkal/serdce-bajkala-kruiz-17924,['Круизы'],2 дня,Каюта,До 8 человек,7 лет,"Россия, Иркутск"
65_15,Большая Сибирь. Круиз от Норильска до Иркутска,215400,Байкал,"['2024-07-29', '2024-08-15']",4.8,35,0.25,"Простой
Средний",https://bolshayastrana.com/bajkal/bolshaya-sibir-kruiz-ot-norilska-do-irkutska-16549,"['Круизы', 'Экскурсионные туры']",18 дней,Гостиница,До 20 человек,7 лет,г. Норильск
65_16,Поход по Сахалину. Тонино-Анивское кольцо,49000,Сахалин и Курильские острова,"['2024-07-30', '2024-08-09']",5,11,0.75,"Базовый
Простой",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/pohod-po-sahalinu-tonino-anivskoe-kolco-248851,['Пешие туры'],11 дней,Палатка,До 23 человек,14 лет,"Сахалинская область, Южно-Сахалинск"
65_17,Сахалин + Итуруп. Активный тур без палаток и рюкзаков,138000,Сахалин и Курильские острова,"['2024-07-30', '2024-08-07']",5,11,0.5,"Простой
Средний",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/sahalin-iturup-aktivnyj-tur-bez-palatok-i-ryukzakov-246181,"['Комбинированные туры', 'Джип-туры', 'Пешие туры', 'Экскурсионные туры']",9 дней,Гостиница,До 17 человек,10 лет,Южно-Сахалинск
65_18,Два берега и три религии Байкала,96000,Байкал,"['2024-07-30', '2024-08-05']",4.9,67,0.25,Выше среднего,https://bolshayastrana.com/bajkal/dva-berega-i-tri-religii-bajkala-229508,['Экскурсионные туры'],7 дней,Гостиница,До 8 человек,6 лет,"Республика Бурятия, Улан-Удэ"
65_19,Поход по Шикотану через Кунашир и Сахалин,68000,Сахалин и Курильские острова,"['2024-07-31', '2024-08-13']",5,11,0.75,"Базовый
Простой",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/pohod-po-shikotanu-cherez-kunashir-i-sahalin-248839,['Пешие туры'],14 дней,Палатка,До 23 человек,12 лет,"Сахалинская область, Южно-Сахалинск"
65_20,"Енисейский меридиан. Двухнедельный тур: круиз по Енисею, Плато Путорана, Диксон",207000,Арктика,"['2024-08-01', '2024-08-14']",4.8,35,0.5,"Простой
Средний",https://bolshayastrana.com/arktika/enisejskij-meridian-dvuhnedelnyj-tur-kruiz-po-eniseyu-plato-putorana-dikson-193250,"['Комбинированные туры', 'Круизы', 'Экскурсионные туры']",14 дней,Гостиница,До 8 человек,14 лет,"Россия, Красноярск, улица Урицкого, 94"
65_21,Очарование лотосов. Экскурсионный тур по Калмыкии с поездкой в дельту Волги,56500,Калмыкия,"['2024-08-01', '2024-08-04']",5,12,0.25,"Средний
Выше среднего",https://bolshayastrana.com/kalmykiya/ocharovanie-lotosov-ehkskursionnyj-tur-po-kalmykii-s-poezdkoj-v-deltu-volgi-136742,['Экскурсионные туры'],4 дня,Гостиница,До 12 человек,6 лет,г. Элиста
66_0,Сибирские Жемчужины: Шушенское – Енисейск. 11 дней,110500,Сибирь,"['2024-08-02', '2024-08-12']",4.8,35,0.5,"Простой
Средний",https://bolshayastrana.com/krasnoyarskij-kraj/sibirskie-zhemchuzhiny-shushenskoe-enisejsk-11-dnej-243726,"['Комбинированные туры', 'Экскурсионные туры']",11 дней,Гостиница,До 20 человек,7 лет,"Россия, Красноярск"
66_1,Калужские выходные,13890,Калужская область,"['2024-08-03', '2024-08-04']",4.7,18,0.25,Выше среднего,https://bolshayastrana.com/kaluzhskaya-oblast/kaluzhskie-vyhodnye-231098,['Экскурсионные туры'],2 дня,Гостиница,До 46 человек,6 лет,Москва
66_2,Вертолетный тур на плато Путорана,330000,Плато Путорана,"['2024-08-03', '2024-08-13']",5,13,0.5,Базовый,https://bolshayastrana.com/plato-putorana/vertoletnyj-tur-na-plato-putorana-5838,"['Пешие туры', 'Экспедиции', 'Вертолетные туры', 'Сплавы', 'Комбинированные туры']",11 дней,Палатка,До 12 человек,14 лет,г. Норильск
